,year,price,mileage,engine_size,Automatic,Manual,Other_Transmission,Semi-Auto,Diesel,Hybrid,Other_Fuel,Petrol
844,2015,14000,43927.0,2.1,0,1,0,0,1,0,0,0
845,2019,25980,12285.0,1.5,0,0,0,1,0,0,0,1
846,2019,20980,14208.0,1.5,0,0,0,1,0,0,0,1
847,2019,45980,2617.0,3.0,0,0,0,1,0,0,0,1
848,2020,38980,3999.0,3.0,0,0,0,1,0,0,0,1
849,2019,26980,8072.0,2.0,0,0,0,1,1,0,0,0
850,2019,20480,6459.0,1.5,0,0,0,1,0,0,0,1
851,2019,27980,7460.0,2.0,0,0,0,1,1,0,0,0
852,2019,29480,7494.0,2.0,0,0,0,1,1,0,0,0
853,2019,29480,3999.0,1.6,0,0,0,1,1,0,0,0
854,2019,27000,3689.0,1.6,0,0,0,1,1,0,0,0
855,2020,32980,9.0,2.0,0,0,0,1,1,0,0,0
856,2019,36980,16.0,2.0,0,0,0,1,1,0,0,0
857,2019,36980,16.0,2.0,0,0,0,1,1,0,0,0
858,2016,20780,31246.0,2.1,0,0,0,1,1,0,0,0
859,2019,30980,4957.0,2.0,0,0,0,1,1,0,0,0
860,2016,18480,14996.0,2.1,0,0,0,1,1,0,0,0
861,2016,15480,36069.0,2.1,0,1,0,0,1,0,0,0
862,2017,24995,19500.0,2.1,1,0,0,0,1,0,0,0
863,2017,23995,14120.0,2.1,0,0,0,1,1,0,0,0
864,2017,22495,12028.0,2.1,1,0,0,0,1,0,0,0
865,2016,20500,17410.0,2.1,0,0,0,1,1,0,0,0
866,2015,14440,30380.0,2.1,0,0,0,1,1,0,0,0
867,2019,25980,11395.0,1.5,0,0,0,1,0,0,0,1
868,2019,29000,5937.0,1.5,0,0,0,1,0,0,0,1
869,2019,28480,11253.0,2.0,0,0,0,1,1,0,0,0
870,2018,22500,10514.0,1.5,0,0,0,1,0,0,0,1
871,2018,27500,12234.0,2.0,0,0,0,1,1,0,0,0
872,2019,20980,13645.0,2.0,0,0,0,1,1,0,0,0
873,2019,24980,6539.0,1.5,0,0,0,1,0,0,0,1
874,2019,25980,6206.0,1.5,0,0,0,1,0,0,0,1
875,2019,28480,2584.0,2.0,0,0,0,1,0,0,0,1
876,2016,17998,6043.0,1.6,0,0,0,1,1,0,0,0
877,2016,19698,13115.0,2.0,0,0,0,1,0,1,0,0
878,2016,18998,26372.0,2.0,1,0,0,0,0,1,0,0
879,2017,18998,23771.0,2.1,0,0,0,1,1,0,0,0
880,2016,10998,83786.0,1.6,0,1,0,0,1,0,0,0
881,2017,18498,48404.0,2.0,0,0,0,1,0,1,0,0
882,2016,13698,86965.0,2.0,0,0,0,1,0,1,0,0
883,2017,14698,59038.0,2.1,0,1,0,0,1,0,0,0
884,2016,13498,32174.0,2.1,0,1,0,0,1,0,0,0
885,2019,24980,4363.0,1.5,0,0,0,1,0,0,0,1
886,2019,29980,9109.0,2.0,0,0,0,1,1,0,0,0
887,2020,30480,16.0,2.0,0,0,0,1,1,0,0,0
888,2020,30480,16.0,2.0,0,0,0,1,1,0,0,0
889,2019,30480,249.0,2.0,0,0,0,1,1,0,0,0
890,2019,31000,13.0,2.0,0,0,0,1,1,0,0,0
891,2014,11133,61616.0,2.1,0,0,0,1,1,0,0,0
892,2017,18990,37730.0,2.1,0,0,0,1,1,0,0,0
893,2017,20995,19750.0,2.1,0,0,0,1,1,0,0,0
894,2017,46995,24347.0,4.0,0,0,0,1,0,0,0,1
895,2019,32995,4500.0,2.0,0,0,0,1,1,0,0,0
896,2017,21495,17442.0,2.1,0,0,0,1,1,0,0,0
897,2015,17495,33425.0,2.1,0,0,0,1,1,0,0,0
898,2019,67495,700.0,4.0,0,0,0,1,0,0,0,1
899,2017,17850,40202.0,2.1,0,0,0,1,1,0,0,0
900,2016,19170,35620.0,2.0,1,0,0,0,0,0,0,1
901,2013,23000,43442.0,6.2,0,0,0,1,0,0,0,1
902,2015,14850,44458.0,2.1,0,0,0,1,1,0,0,0
903,2019,18998,14006.0,1.5,0,0,0,1,0,0,0,1
904,2017,19498,46889.0,2.0,0,0,0,1,0,1,0,0
905,2016,14057,21443.0,1.6,0,1,0,0,1,0,0,0
906,2017,27995,4495.0,2.0,1,0,0,0,0,0,0,1
907,2017,24750,14776.0,2.0,1,0,0,0,0,0,0,1
908,2015,13260,79950.0,2.1,1,0,0,0,0,1,0,0
909,2018,20990,19650.0,2.0,0,0,0,1,0,0,0,1
910,2018,18450,30460.0,2.1,1,0,0,0,1,0,0,0
911,2015,17250,20720.0,2.1,1,0,0,0,1,0,0,0
912,2015,18610,14750.0,2.1,1,0,0,0,1,0,0,0
913,2016,18790,25250.0,2.0,0,0,0,1,0,1,0,0
914,2017,17300,27420.0,1.6,0,0,0,1,1,0,0,0
915,2015,18498,29817.0,2.1,0,0,0,1,1,0,0,0
916,2015,15298,59925.0,2.0,0,0,0,1,0,1,0,0
917,2016,17400,27036.0,2.0,1,0,0,0,0,1,0,0
918,2015,15999,39195.0,2.1,0,0,0,1,0,1,0,0
919,2019,28995,5196.0,2.0,0,0,0,1,1,0,0,0
920,2020,41999,4999.0,3.0,0,0,0,1,0,0,0,1
921,2019,36999,499.0,1.5,1,0,0,0,0,0,0,1
922,2019,30500,4999.0,1.6,1,0,0,0,0,0,0,1
923,2018,21160,13800.0,2.1,0,0,0,1,1,0,0,0
924,2019,26789,4680.0,1.5,0,0,0,1,0,0,0,1
925,2014,20495,10.0,2.1,1,0,0,0,1,0,0,0
926,2016,29995,33977.0,3.0,0,0,0,1,0,0,0,1
927,2017,16495,30807.0,2.1,0,0,0,1,1,0,0,0
928,2017,16995,30256.0,2.1,0,0,0,1,1,0,0,0
929,2019,39995,9293.0,3.0,0,0,0,1,0,0,0,1
930,2020,44995,250.0,2.0,0,0,0,1,0,0,0,1
931,2017,23995,33867.0,2.1,1,0,0,0,1,0,0,0
932,2015,12999,18766.0,2.0,0,1,0,0,0,0,0,1
933,2014,13390,43793.0,2.0,0,0,0,1,0,0,0,1
934,2017,18299,8552.0,2.0,0,0,0,1,0,0,0,1
935,2014,11000,71892.0,2.1,0,0,0,1,1,0,0,0
936,2015,16617,27080.0,2.1,1,0,0,0,1,0,0,0
937,2018,22201,22318.0,2.1,0,0,0,1,1,0,0,0
938,2016,16999,25448.0,2.0,1,0,0,0,0,0,0,1
939,2018,23299,17000.0,2.1,0,0,0,1,1,0,0,0
940,2019,31499,2206.0,2.0,1,0,0,0,1,0,0,0
941,2019,29950,4951.0,2.0,1,0,0,0,1,0,0,0
942,2019,31799,999.0,1.5,1,0,0,0,0,0,0,1
943,2014,15990,40997.0,2.1,1,0,0,0,1,0,0,0
944,2018,18999,24863.0,2.0,1,0,0,0,0,0,0,1
945,2018,22595,14389.0,2.1,0,0,0,1,1,0,0,0
946,2014,10290,79216.0,2.1,0,0,0,1,1,0,0,0
947,2015,10700,58724.0,2.1,0,0,0,1,1,0,0,0
948,2018,23890,8194.0,2.0,0,0,0,1,1,0,0,0
949,2017,18481,20179.0,2.1,1,0,0,0,1,0,0,0
950,2013,8751,91046.0,2.1,0,0,0,1,1,0,0,0
951,2015,11500,42918.0,2.0,0,1,0,0,0,0,0,1
952,2017,23999,32688.0,2.0,1,0,0,0,0,0,0,1
953,2019,26999,6155.0,2.0,0,0,0,1,1,0,0,0
954,2015,14999,42785.0,2.1,0,1,0,0,1,0,0,0
955,2017,33499,30968.0,3.0,0,0,0,1,0,0,0,1
956,2017,19999,9453.0,2.1,0,0,0,1,1,0,0,0
957,2017,20799,40355.0,2.0,1,0,0,0,0,0,0,1
958,2019,31999,999.0,2.0,1,0,0,0,1,0,0,0
959,2019,31995,999.0,2.0,1,0,0,0,1,0,0,0
960,2019,28880,8439.0,2.0,1,0,0,0,1,0,0,0
961,2017,15450,36368.0,2.1,0,0,0,1,1,0,0,0
962,2019,19995,13071.0,1.5,1,0,0,0,0,0,0,1
963,2019,31799,6805.0,2.0,0,0,0,1,0,0,0,1
964,2019,23295,15312.0,2.0,0,0,0,1,1,0,0,0
965,2017,18358,39413.0,2.1,1,0,0,0,1,0,0,0
966,2019,31009,2900.0,2.0,1,0,0,0,1,0,0,0
967,2019,29903,1664.0,2.0,1,0,0,0,1,0,0,0
968,2019,22995,4374.0,1.5,0,0,0,1,0,0,0,1
969,2019,30845,2065.0,2.0,1,0,0,0,1,0,0,0
970,2019,46755,168.0,3.0,1,0,0,0,0,0,0,1
971,2019,30675,1550.0,2.0,1,0,0,0,1,0,0,0
972,2016,16215,43559.0,2.1,0,0,0,1,1,0,0,0
973,2019,19394,14203.0,1.5,0,0,0,1,0,0,0,1
974,2016,21995,18998.0,2.0,0,0,0,1,0,0,0,1
975,2017,19545,32000.0,2.1,0,0,0,1,1,0,0,0
976,2017,18750,30000.0,1.6,0,0,0,1,1,0,0,0
977,2017,20995,14800.0,2.1,0,0,0,1,1,0,0,0
978,2015,16995,15000.0,2.1,0,1,0,0,1,0,0,0
979,2017,23890,23479.0,2.0,0,0,0,1,0,0,0,1
980,2016,18249,36077.0,2.1,1,0,0,0,1,0,0,0
981,2017,22479,30200.0,2.1,0,0,0,1,1,0,0,0
982,2019,23825,11135.0,1.5,1,0,0,0,0,0,0,1
983,2017,17973,69791.0,2.1,0,0,0,1,0,1,0,0
984,2016,16991,28500.0,2.1,0,0,0,1,1,0,0,0
985,2019,38596,2055.0,3.0,0,0,0,1,0,0,0,1
986,2019,28382,12585.0,2.0,1,0,0,0,1,0,0,0
987,2019,24626,14923.0,2.0,1,0,0,0,1,0,0,0
988,2019,28896,5044.0,2.0,1,0,0,0,1,0,0,0
989,2018,23500,4368.0,1.5,1,0,0,0,0,0,0,1
990,2019,26995,12725.0,1.5,1,0,0,0,0,0,0,1
991,2018,21500,15922.0,2.1,1,0,0,0,1,0,0,0
992,2018,24750,14788.0,1.5,1,0,0,0,0,0,0,1
993,2019,31650,7546.0,2.0,1,0,0,0,0,0,0,1
994,2017,17750,15500.0,2.1,1,0,0,0,1,0,0,0
995,2016,19995,17560.0,2.0,0,0,0,1,0,0,0,1
996,2019,26500,6902.0,1.5,1,0,0,0,0,0,0,1
997,2017,31692,38545.0,3.0,1,0,0,0,0,0,0,1
998,2016,22999,26673.0,2.1,0,0,0,1,1,0,0,0
999,2018,26995,11209.0,2.0,0,0,0,1,1,0,0,0
1000,2017,22995,20362.0,2.1,1,0,0,0,1,0,0,0
1001,2017,23995,14952.0,2.0,1,0,0,0,0,0,0,1
1002,2017,20495,12505.0,2.1,0,0,0,1,1,0,0,0
1003,2016,16495,28304.0,1.6,0,0,0,1,1,0,0,0
1004,2017,20495,13400.0,2.0,0,0,0,1,0,0,0,1
1005,2019,31276,5999.0,2.0,1,0,0,0,0,0,0,1
1006,2018,27832,11847.0,2.0,1,0,0,0,1,0,0,0
1007,2017,16202,67665.0,2.1,1,0,0,0,1,0,0,0
1008,2017,16442,58687.0,2.1,1,0,0,0,1,0,0,0
1009,2019,31650,4216.0,2.0,1,0,0,0,0,0,0,1
1010,2016,21750,15664.0,2.0,1,0,0,0,0,0,0,1
1011,2013,8991,47334.0,2.1,0,0,0,1,1,0,0,0
1012,2017,16491,32434.0,2.1,0,0,0,1,1,0,0,0
1013,2019,25695,2000.0,1.5,0,0,0,1,0,0,0,1
1014,2020,29999,100.0,2.0,0,0,0,1,1,0,0,0
1015,2018,26690,16132.0,2.0,1,0,0,0,1,0,0,0
1016,2019,25990,13275.0,2.0,1,0,0,0,1,0,0,0
1017,2015,15849,44012.0,2.1,0,0,0,1,1,0,0,0
1018,2016,17999,18246.0,2.0,0,0,0,1,0,0,0,1
1019,2018,19998,11468.0,2.0,0,0,0,1,0,0,0,1
1020,2015,15990,43120.0,2.1,1,0,0,0,1,0,0,0
1021,2018,21960,31639.0,2.0,0,0,0,1,1,0,0,0
1022,2016,16960,21821.0,2.1,1,0,0,0,1,0,0,0
1023,2015,17441,49910.0,2.1,0,0,0,1,1,0,0,0
1024,2017,31741,13500.0,3.0,0,0,0,1,0,0,0,1
1025,2013,9991,66419.0,1.6,0,0,0,1,0,0,0,1
1026,2019,25122,13852.0,2.0,0,0,0,1,1,0,0,0
1027,2017,19762,36047.0,2.1,1,0,0,0,1,0,0,0
1028,2018,23456,26723.0,2.1,1,0,0,0,1,0,0,0
1029,2019,67940,237.0,4.0,1,0,0,0,0,0,0,1
1030,2017,27526,15958.0,3.0,1,0,0,0,0,0,0,1
1031,2015,16122,46522.0,1.6,0,0,0,1,1,0,0,0
1032,2019,41870,7226.0,2.0,1,0,0,0,1,0,0,0
1033,2016,22991,9443.0,2.0,0,0,0,1,0,0,0,1
1034,2017,28672,25048.0,3.0,1,0,0,0,0,0,0,1
1035,2015,12980,46500.0,2.1,0,0,0,1,1,0,0,0
1036,2017,20990,26675.0,2.1,0,0,0,1,1,0,0,0
1037,2018,23990,11387.0,2.0,1,0,0,0,1,0,0,0
1038,2019,23990,15257.0,1.5,1,0,0,0,0,0,0,1
1039,2019,23990,14271.0,1.5,1,0,0,0,0,0,0,1
1040,2019,23290,4693.0,1.5,1,0,0,0,0,0,0,1
1041,2018,23990,12220.0,1.5,1,0,0,0,0,0,0,1
1042,2019,28990,17743.0,2.0,0,0,0,1,1,0,0,0
1043,2018,27990,8400.0,2.0,1,0,0,0,1,0,0,0
1044,2019,26990,12043.0,2.0,0,0,0,1,1,0,0,0
1045,2018,25990,12298.0,1.5,1,0,0,0,0,0,0,1
1046,2019,29990,12986.0,2.0,1,0,0,0,1,0,0,0
1047,2016,17990,51300.0,2.1,0,0,0,1,1,0,0,0
1048,2017,17990,19627.0,2.0,0,0,0,1,0,0,0,1
1049,2017,23290,23183.0,2.1,1,0,0,0,1,0,0,0
1050,2017,22290,34587.0,2.1,1,0,0,0,1,0,0,0
1051,2013,9991,39187.0,1.6,0,1,0,0,0,0,0,1
1052,2016,17991,29446.0,2.0,1,0,0,0,0,0,0,1
1053,2018,22032,13558.0,1.5,1,0,0,0,0,0,0,1
1054,2018,28342,10025.0,2.0,0,0,0,1,0,0,0,1
1055,2018,28752,8786.0,2.0,0,0,0,1,1,0,0,0
1056,2019,23995,14141.0,1.5,1,0,0,0,0,0,0,1
1057,2017,18299,36152.0,2.0,0,0,0,1,0,0,0,1
1058,2019,25499,13896.0,1.5,0,0,0,1,0,0,0,1
1059,2019,29999,5283.0,2.0,1,0,0,0,1,0,0,0
1060,2019,26999,3218.0,1.6,0,0,0,1,1,0,0,0
1061,2019,30499,11159.0,2.0,0,0,0,1,1,0,0,0
1062,2019,25799,7508.0,2.0,1,0,0,0,1,0,0,0
1063,2017,18999,9198.0,2.0,0,0,0,1,0,0,0,1
1064,2019,31299,4233.0,2.0,0,0,0,1,1,0,0,0
1065,2019,25390,7945.0,1.6,0,0,0,1,0,0,0,1
1066,2019,24290,5542.0,1.6,0,0,0,1,0,0,0,1
1067,2019,35991,5376.0,3.0,1,0,0,0,0,0,0,1
1068,2019,35791,2910.0,2.0,1,0,0,0,1,0,0,0
1069,2018,26492,28801.0,2.1,0,0,0,1,1,0,0,0
1070,2020,33991,1000.0,2.0,0,0,0,1,1,0,0,0
1071,2020,40991,1000.0,2.0,0,0,0,1,1,0,0,0
1072,2020,34991,1000.0,2.0,0,0,0,1,0,0,0,1
1073,2015,18736,27276.0,2.0,0,0,0,1,0,0,0,1
1074,2019,30492,3592.0,2.0,1,0,0,0,0,0,0,1
1075,2019,27616,5111.0,2.0,1,0,0,0,0,0,0,1
1076,2016,14441,49101.0,2.0,0,0,0,1,0,0,0,1
1077,2019,26396,2638.0,1.5,1,0,0,0,0,0,0,1
1078,2016,21502,17109.0,2.1,0,0,0,1,1,0,0,0
1079,2016,25932,24420.0,2.0,0,0,0,1,0,0,0,1
1080,2017,32552,22914.0,3.0,0,0,0,1,0,0,0,1
1081,2019,31499,3010.0,2.0,1,0,0,0,1,0,0,0
1082,2019,21749,5184.0,1.5,1,0,0,0,0,0,0,1
1083,2019,28995,4505.0,2.0,1,0,0,0,1,0,0,0
1084,2018,19995,2077.0,1.6,1,0,0,0,1,0,0,0
1085,2019,36995,100.0,1.5,1,0,0,0,0,0,0,1
1086,2019,37250,3147.0,2.0,1,0,0,0,1,0,0,0
1087,2016,16750,24909.0,1.6,1,0,0,0,1,0,0,0
1088,2018,23995,14876.0,2.0,1,0,0,0,0,0,0,1
1089,2017,20490,50232.0,2.1,0,0,0,1,1,0,0,0
1090,2019,48990,800.0,3.0,0,0,0,1,0,0,0,1
1091,2019,32490,2600.0,2.0,1,0,0,0,1,0,0,0
1092,2020,33990,100.0,2.0,0,0,0,1,1,0,0,0
1093,2019,28990,5000.0,1.6,1,0,0,0,0,0,0,1
1094,2019,46390,2750.0,3.0,1,0,0,0,0,0,0,1
1095,2019,37990,2750.0,2.0,1,0,0,0,1,0,0,0
1096,2019,31990,100.0,2.0,1,0,0,0,1,0,0,0
1097,2016,17590,13020.0,2.0,1,0,0,0,0,0,0,1
1098,2016,17750,22090.0,2.1,0,0,0,1,1,0,0,0
1099,2017,16860,33964.0,2.1,0,0,0,1,1,0,0,0
1100,2015,13100,63955.0,2.1,1,0,0,0,1,0,0,0
1101,2016,19000,37956.0,2.0,0,0,0,1,0,1,0,0
1102,2017,23000,17125.0,2.0,0,0,0,1,0,0,0,1
1103,2018,19995,43288.0,2.1,0,0,0,1,1,0,0,0
1104,2017,19000,20070.0,2.1,0,0,0,1,1,0,0,0
1105,2016,18790,25441.0,2.0,0,0,0,1,0,1,0,0
1106,2018,18700,28629.0,2.1,1,0,0,0,1,0,0,0
1107,2019,31999,4999.0,2.0,1,0,0,0,1,0,0,0
1108,2019,30999,4999.0,1.5,1,0,0,0,0,0,0,1
1109,2019,32495,4999.0,2.0,1,0,0,0,1,0,0,0
1110,2019,32499,2767.0,2.0,1,0,0,0,1,0,0,0
1111,2019,38999,4300.0,3.0,1,0,0,0,0,0,0,1
1112,2019,28799,3489.0,1.6,1,0,0,0,0,0,0,1
1113,2017,22995,38471.0,2.1,0,0,0,1,1,0,0,0
1114,2019,24999,14822.0,1.5,0,0,0,1,0,0,0,1
1115,2019,24999,11574.0,1.5,1,0,0,0,0,0,0,1
1116,2017,23295,25876.0,2.1,1,0,0,0,1,0,0,0
1117,2019,31995,7992.0,2.0,0,0,0,1,1,0,0,0
1118,2019,28999,6700.0,2.0,0,0,0,1,1,0,0,0
1119,2016,21133,46080.0,2.1,0,0,0,1,1,0,0,0
1120,2019,31990,20.0,1.5,1,0,0,0,0,0,0,1
1121,2019,34790,3000.0,2.0,1,0,0,0,1,0,0,0
1122,2019,23499,14651.0,1.5,1,0,0,0,0,0,0,1
1123,2018,27991,5386.0,2.1,0,0,0,1,1,0,0,0
1124,2019,36791,6664.0,2.0,1,0,0,0,1,0,0,0
1125,2019,33790,6325.0,1.5,1,0,0,0,0,0,0,1
1126,2019,39790,3700.0,2.0,1,0,0,0,1,0,0,0
1127,2019,36791,1765.0,1.5,1,0,0,0,0,0,0,1
1128,2016,21991,26483.0,2.1,0,0,0,1,1,0,0,0
1129,2019,23410,10218.0,1.5,0,0,0,1,0,0,0,1
1130,2019,23250,9169.0,1.5,0,0,0,1,0,0,0,1
1131,2020,39991,1173.0,2.0,0,0,0,1,1,0,0,0
1132,2017,22052,13567.0,2.1,1,0,0,0,1,0,0,0
1133,2017,22495,13919.0,2.1,0,0,0,1,1,0,0,0
1134,2019,25995,7868.0,1.6,0,0,0,1,1,0,0,0
1135,2019,23900,14755.0,1.5,0,0,0,1,0,0,0,1
1136,2019,29900,1342.0,2.0,0,0,0,1,0,0,0,1
1137,2019,39400,11838.0,3.0,0,0,0,1,0,0,0,1
1138,2019,27400,11723.0,2.0,0,0,0,1,1,0,0,0
1139,2019,32900,3579.0,2.0,0,0,0,1,0,0,0,1
1140,2020,34900,3478.0,2.0,0,0,0,1,0,0,0,1
1141,2016,15900,9870.0,1.6,0,1,0,0,1,0,0,0
1142,2018,20690,15900.0,2.0,0,0,0,1,0,0,0,1
1143,2019,29775,5059.0,2.0,0,0,0,1,1,0,0,0
1144,2019,22956,13002.0,2.0,1,0,0,0,1,0,0,0
1145,2019,27992,12838.0,2.0,0,0,0,1,1,0,0,0
1146,2019,25316,12695.0,1.5,0,0,0,1,0,0,0,1
1147,2019,27086,5578.0,1.6,0,0,0,1,1,0,0,0
1148,2019,27776,6389.0,2.0,0,0,0,1,1,0,0,0
1149,2017,18491,18390.0,2.0,0,0,0,1,0,0,0,1
1150,2019,30181,1786.0,2.0,1,0,0,0,1,0,0,0
1151,2018,23480,7351.0,2.0,1,0,0,0,0,0,0,1
1152,2019,22678,15133.0,2.0,1,0,0,0,1,0,0,0
1153,2019,29480,3299.0,2.0,0,0,0,1,0,0,0,1
1154,2018,24546,12397.0,2.1,1,0,0,0,1,0,0,0
1155,2019,24295,6063.0,1.5,1,0,0,0,0,0,0,1
1156,2017,19995,43000.0,2.1,0,0,0,1,1,0,0,0
1157,2017,22995,20000.0,2.1,0,0,0,1,1,0,0,0
1158,2019,26076,4510.0,2.0,0,0,0,1,1,0,0,0
1159,2018,27872,14157.0,2.0,0,0,0,1,1,0,0,0
1160,2018,21342,6721.0,1.5,0,0,0,1,0,0,0,1
1161,2019,25980,9156.0,2.0,0,0,0,1,1,0,0,0
1162,2019,26280,11923.0,2.0,0,0,0,1,1,0,0,0
1163,2019,26795,22000.0,2.0,0,0,0,1,1,0,0,0
1164,2020,33995,30.0,2.0,0,0,0,1,1,0,0,0
1165,2019,25400,14682.0,1.5,0,0,0,1,0,0,0,1
1166,2019,22900,21481.0,1.5,0,0,0,1,0,0,0,1
1167,2020,33400,213.0,2.0,0,0,0,1,1,0,0,0
1168,2019,28900,1416.0,2.0,0,0,0,1,0,0,0,1
1169,2018,22900,23831.0,2.1,0,0,0,1,1,0,0,0
1170,2019,29995,6828.0,2.0,0,0,0,1,0,0,0,1
1171,2019,30910,11810.0,2.0,0,0,0,1,1,0,0,0
1172,2017,20991,26000.0,2.1,0,0,0,1,0,1,0,0
1173,2017,24132,12586.0,2.1,0,0,0,1,1,0,0,0
1174,2019,36991,3498.0,2.0,1,0,0,0,1,0,0,0
1175,2019,28706,1808.0,1.6,0,0,0,1,1,0,0,0
1176,2017,25402,16212.0,2.0,0,0,0,1,0,0,0,1
1177,2015,22402,21123.0,2.1,0,0,0,1,1,0,0,0
1178,2017,23952,20142.0,2.1,1,0,0,0,1,0,0,0
1179,2016,17443,55877.0,2.1,0,0,0,1,1,0,0,0
1180,2018,18700,26765.0,2.1,0,0,0,1,1,0,0,0
1181,2019,25446,16281.0,1.5,1,0,0,0,0,0,0,1
1182,2019,22444,5526.0,1.5,1,0,0,0,0,0,0,1
1183,2016,31342,34587.0,3.0,1,0,0,0,0,0,0,1
1184,2017,23056,23378.0,2.1,1,0,0,0,1,0,0,0
1185,2015,16732,33350.0,2.1,1,0,0,0,1,0,0,0
1186,2018,22805,11259.0,2.1,1,0,0,0,1,0,0,0
1187,2017,21700,23114.0,2.1,0,0,0,1,1,0,0,0
1188,2016,30480,51218.0,4.0,0,0,0,1,0,0,0,1
1189,2020,47980,4462.0,3.0,0,0,0,1,0,0,0,1
1190,2018,22498,3900.0,2.1,0,0,0,1,1,0,0,0
1191,2016,16452,69564.0,2.1,0,0,0,1,1,0,0,0
1192,2018,23781,25111.0,2.0,0,0,0,1,0,0,0,1
1193,2015,19995,39000.0,2.1,0,0,0,1,1,0,0,0
1194,2018,34995,8294.0,3.0,0,0,0,1,0,0,0,1
1195,2017,43082,16386.0,4.0,1,0,0,0,0,0,0,1
1196,2017,19000,20070.0,2.1,0,0,0,1,1,0,0,0
1197,2014,12900,24600.0,1.6,0,0,0,1,0,0,0,1
1198,2017,21998,15935.0,2.1,0,0,0,1,1,0,0,0
1199,2019,26998,6926.0,2.0,0,0,0,1,1,0,0,0
1200,2014,14498,49152.0,2.1,0,0,0,1,1,0,0,0
1201,2015,17998,24209.0,2.1,0,0,0,1,1,0,0,0
1202,2017,18298,38195.0,2.1,0,0,0,1,1,0,0,0
1203,2016,19998,34850.0,2.0,0,0,0,1,0,1,0,0
1204,2018,16498,27342.0,2.1,0,0,0,1,1,0,0,0
1205,2017,37946,24711.0,4.0,1,0,0,0,0,0,0,1
1206,2016,13412,54546.0,2.0,0,0,0,1,0,0,0,1
1207,2017,22597,23366.0,2.1,0,0,0,1,1,0,0,0
1208,2015,16270,38444.0,2.0,1,0,0,0,0,0,0,1
1209,2017,22162,48142.0,2.1,0,0,0,1,1,0,0,0
1210,2017,17681,16607.0,2.0,0,0,0,1,0,0,0,1
1211,2017,33322,32376.0,4.0,0,0,0,1,0,0,0,1
1212,2019,26356,4128.0,2.0,0,0,0,1,1,0,0,0
1213,2014,14990,57499.0,2.1,0,0,0,1,1,0,0,0
1214,2015,14490,51866.0,2.1,0,0,0,1,1,0,0,0
1215,2016,13680,40880.0,1.6,0,1,0,0,1,0,0,0
1216,2019,23490,14833.0,2.0,0,0,0,1,1,0,0,0
1217,2017,20990,30447.0,2.1,0,0,0,1,1,0,0,0
1218,2018,20490,11773.0,2.0,0,0,0,1,0,0,0,1
1219,2017,18990,41935.0,2.1,0,0,0,1,1,0,0,0
1220,2019,24490,6247.0,2.0,0,0,0,1,1,0,0,0
1221,2016,20990,14704.0,2.0,0,0,0,1,0,0,0,1
1222,2019,31890,1499.0,2.0,1,0,0,0,0,0,0,1
1223,2019,29890,1499.0,1.6,1,0,0,0,1,0,0,0
1224,2019,33490,2440.0,2.0,0,0,0,1,1,0,0,0
1225,2016,24950,17635.0,2.1,0,0,0,1,1,0,0,0
1226,2017,23450,18199.0,2.1,1,0,0,0,1,0,0,0
1227,2016,19440,29409.0,2.0,0,0,0,1,0,1,0,0
1228,2017,19945,16425.0,1.6,0,0,0,1,1,0,0,0
1229,2019,34255,2088.0,2.0,0,0,0,1,0,0,0,1
1230,2019,26750,2591.0,1.5,1,0,0,0,0,0,0,1
1231,2019,29450,7275.0,2.0,1,0,0,0,1,0,0,0
1232,2016,11525,61633.0,2.0,0,1,0,0,0,0,0,1
1233,2019,23254,12605.0,2.0,1,0,0,0,1,0,0,0
1234,2017,20495,26367.0,2.0,1,0,0,0,0,0,0,1
1235,2015,17435,33384.0,2.1,1,0,0,0,1,0,0,0
1236,2016,23060,27830.0,2.1,0,0,0,1,1,0,0,0
1237,2016,18498,30490.0,2.0,0,0,0,1,0,1,0,0
1238,2016,14998,66732.0,2.1,0,0,0,1,0,1,0,0
1239,2016,15495,72676.0,2.0,1,0,0,0,0,1,0,0
1240,2013,11900,33925.0,1.6,0,0,0,1,0,0,0,1
1241,2019,44000,3999.0,3.0,0,0,0,1,0,0,0,1
1242,2019,30500,2105.0,2.0,0,0,0,1,1,0,0,0
1243,2016,17450,21875.0,1.6,0,0,0,1,1,0,0,0
1244,2016,10749,91751.0,2.1,0,1,0,0,1,0,0,0
1245,2015,13999,42407.0,2.1,0,1,0,0,1,0,0,0
1246,2019,28480,1998.0,1.6,0,0,0,1,1,0,0,0
1247,2019,28480,1998.0,1.5,0,0,0,1,0,0,0,1
1248,2019,29480,1998.0,1.5,0,0,0,1,0,0,0,1
1249,2019,26480,15006.0,2.0,0,0,0,1,1,0,0,0
1250,2019,25980,12436.0,1.5,0,0,0,1,0,0,0,1
1251,2019,26980,11423.0,2.0,0,0,0,1,1,0,0,0
1252,2019,25980,12810.0,1.5,0,0,0,1,0,0,0,1
1253,2018,19980,26119.0,2.1,0,0,0,1,1,0,0,0
1254,2019,27980,4833.0,1.6,0,0,0,1,1,0,0,0
1255,2018,24600,8223.0,2.1,0,0,0,1,1,0,0,0
1256,2019,23480,14402.0,2.0,0,0,0,1,1,0,0,0
1257,2016,16690,14314.0,1.6,0,0,0,1,1,0,0,0
1258,2019,23799,5762.0,1.5,1,0,0,0,0,0,0,1
